37,1,1,1,3,3,1,1,3,2,5,4,2,5,2,4,5,4,4,1,1,2,1,1,4,5,1,1,5,3,3,
38,2,5,5,5,1,4,1,4,1,1,3,2,3,4,4,2,5,5,2,5,1,1,3,5,3,4,5,1,4,4,
39,2,1,3,4,3,5,2,2,2,3,5,1,5,5,4,2,2,5,5,1,1,1,2,1,1,5,5,2,4,5,
40,5,1,1,4,5,2,3,4,4,2,4,2,1,3,5,5,1,3,3,2,1,5,5,5,3,1,1,5,3,2,
41,3,3,3,5,1,1,5,1,4,5,2,3,3,5,4,3,3,3,4,1,4,4,5,5,5,2,5,4,1,2,
42,2,1,3,3,3,3,2,5,3,2,4,3,2,2,4,4,4,3,4,2,1,2,3,2,1,1,5,2,3,5,
43,4,5,3,4,4,2,2,4,4,3,2,2,3,3,4,3,4,1,4,1,4,3,4,4,2,1,4,2,1,5,
44,3,5,5,2,1,3,4,4,5,3,3,1,2,3,3,3,1,3,5,2,1,4,3,4,5,1,5,3,3,1,
45,3,4,2,3,1,4,2,4,4,1,4,2,3,1,3,4,5,2,4,4,3,1,4,2,3,1,5,4,4,2,
46,4,2,3,4,5,1,1,1,2,2,4,1,1,4,4,3,4,1,2,1,1,5,3,3,3,4,3,5,5,5,
47,4,3,3,3,1,4,5,3,4,5,1,2,5,1,3,4,4,2,5,4,2,1,5,1,3,5,1,4,2,5,
48,1,3,5,1,4,4,3,4,3,2,1,5,1,3,1,5,1,1,2,3,1,5,4,5,2,3,4,4,1,3,
49,2,2,1,3,4,5,4,5,5,5,5,3,1,4,3,4,3,4,1,3,2,5,3,2,5,2,2,1,4,4,
50,2,3,3,2,5,4,3,2,1,1,5,5,2,1,4,3,3,5,1,3,2,1,2,3,5,4,4,1,2,1,
51,2,2,4,4,5,4,3,1,3,5,2,1,4,2,4,5,5,1,4,4,3,4,5,5,4,1,2,4,3,4,
52,2,2,5,2,3,3,5,2,5,2,5,3,2,4,2,1,5,3,1,3,2,2,3,2,3,1,4,5,1,3,
53,1,1,4,2,4,4,4,1,2,3,1,1,1,5,1,5,4,1,5,3,3,3,2,3,3,3,1,2,2,3,
54,1,5,2,4,2,3,4,2,2,5,5,3,2,2,1,4,5,1,4,3,4,4,2,2,3,1,3,2,3,2,
55,2,2,2,1,3,5,4,1,2,5,5,4,5,4,3,1,4,4,4,3,3,1,2,4,1,2,2,5,1,4,
56,2,4,2,1,4,5,1,4,2,3,5,1,4,1,3,5,2,3,2,2,3,1,2,1,3,3,5,1,1,2,
57,4,4,2,4,4,2,2,2,2,3,1,5,5,4,5,5,5,4,3,1,2,5,4,2,4,3,4,1,5,1,
58,2,5,1,1,2,4,1,1,4,1,2,3,3,5,2,3,1,3,5,2,3,2,4,4,1,3,2,5,3,2,
59,4,3,4,1,3,3,4,4,1,5,3,2,4,5,3,2,4,3,2,3,3,1,4,5,5,1,1,2,5,2,
60,3,2,2,4,4,1,1,4,2,4,4,2,2,5,4,1,2,4,5,4,5,4,2,1,1,5,1,1,1,2,
61,1,1,2,4,5,2,3,3,1,1,1,3,1,3,1,2,3,3,4,1,1,2,4,4,1,2,5,4,3,1,
62,1,3,1,3,1,2,2,4,2,4,1,2,1,5,3,2,1,3,4,3,2,3,3,4,4,4,3,5,1,1,
63,1,5,5,1,4,1,5,5,1,2,2,2,3,4,4,5,3,3,4,4,1,5,4,5,4,5,3,5,5,1,
64,1,3,5,3,2,2,4,1,5,1,4,1,2,1,2,1,4,5,1,4,5,2,3,1,3,2,4,4,1,5,
65,4,1,3,1,2,1,3,3,5,5,2,3,4,1,3,4,4,5,3,4,4,5,2,4,1,5,2,3,3,3,
66,2,4,2,4,2,1,2,1,1,1,2,3,3,2,1,1,4,4,5,3,4,5,3,3,1,4,5,1,5,5,
67,5,4,1,4,5,2,1,4,4,5,1,2,3,1,1,2,1,5,4,4,1,3,5,1,5,4,3,5,1,3,
68,4,1,5,2,2,2,5,1,3,5,2,3,5,5,5,4,3,2,1,4,3,4,5,3,3,2,2,1,1,2,
69,4,3,2,1,1,3,5,5,5,1,2,2,2,5,1,5,3,2,5,3,1,5,4,4,4,2,4,1,2,5,
70,1,5,4,4,4,5,1,2,4,2,3,4,4,2,5,4,2,4,4,5,4,5,3,3,3,2,3,2,2,3,
71,4,1,2,1,3,1,2,1,3,3,1,5,1,5,4,3,1,2,1,4,4,2,1,3,1,3,5,3,4,3,
72,3,3,5,4,2,4,4,2,1,2,4,3,2,1,2,3,5,1,2,2,1,5,2,4,4,1,1,5,3,2,
73,4,4,1,3,5,1,5,4,1,3,4,4,1,4,1,4,3,2,2,1,4,2,4,3,3,4,5,3,4,1,
74,3,4,3,1,1,4,2,3,5,5,4,4,3,3,2,3,5,1,1,4,5,1,2,1,4,5,3,4,3,5,
75,5,5,3,5,5,1,5,5,5,4,1,4,3,4,1,2,3,2,5,4,4,4,3,5,4,4,3,4,4,5,
76,1,3,1,2,3,2,1,3,2,2,4,1,1,4,4,5,1,3,4,3,3,3,1,1,3,4,2,2,4,3,
77,3,3,4,3,5,1,5,3,5,2,4,1,4,2,5,3,1,3,5,3,1,4,2,1,1,3,2,2,5,4,
78,1,4,3,4,1,5,4,3,4,2,1,3,3,3,2,4,1,3,1,4,2,4,2,5,1,2,2,1,2,1,
79,5,3,4,1,4,2,1,2,3,2,3,5,5,5,4,1,1,2,4,1,1,4,5,3,4,1,4,1,2,5,
80,3,4,2,2,2,4,1,4,2,1,3,2,1,3,4,4,1,1,2,2,5,5,4,4,4,3,4,4,3,4,
81,1,2,5,4,3,4,5,4,5,3,5,2,5,1,4,5,2,5,4,4,2,5,2,5,1,3,2,4,5,2,
82,4,4,4,5,3,3,4,5,1,2,5,1,3,4,5,5,5,1,2,4,5,4,5,5,3,1,4,5,1,2,
83,5,4,2,3,1,1,2,1,2,2,2,5,3,4,1,1,1,2,1,2,4,3,3,3,5,1,3,3,1,4,
84,2,5,4,4,1,1,1,1,4,2,1,1,3,4,5,2,1,2,5,2,3,1,5,1,2,2,1,1,1,3,
85,1,4,4,3,3,4,1,3,3,3,5,3,2,4,2,1,5,4,5,1,5,5,1,3,1,3,3,4,1,4,
86,3,3,4,4,3,1,5,2,4,3,5,2,4,5,4,2,2,4,3,1,5,2,1,2,3,3,4,1,5,2,
87,3,3,4,5,5,5,2,4,4,4,3,5,3,2,2,5,4,1,3,5,2,1,1,2,3,5,1,3,4,2,
88,5,4,3,4,5,5,5,4,1,4,1,3,5,5,5,4,4,1,1,5,4,1,3,1,3,3,3,5,5,1,
89,5,2,2,1,5,1,3,4,2,4,2,5,3,2,5,5,4,3,4,4,2,3,4,1,5,4,1,5,5,2,
90,4,3,4,5,3,5,5,1,3,5,4,2,4,3,3,2,5,2,2,5,4,4,2,4,2,5,1,3,3,1,
91,2,1,4,4,3,4,4,2,5,1,2,2,3,2,5,2,4,1,5,3,3,5,2,2,5,4,2,1,4,3,
92,1,1,4,3,3,2,4,4,2,2,1,4,3,2,5,4,5,3,3,2,4,3,1,5,3,3,5,1,1,4,
93,3,5,3,4,1,2,2,5,3,5,4,5,5,2,3,2,3,1,5,2,3,4,1,4,1,2,5,2,3,5,
94,3,3,1,2,4,3,5,2,4,1,5,2,4,3,2,4,5,1,4,3,5,2,3,3,3,4,1,3,4,1,
95,3,4,2,5,2,3,5,1,2,3,5,5,2,4,5,1,1,3,1,2,2,5,4,3,5,2,1,3,5,5,
96,2,4,5,2,4,4,3,1,4,5,5,2,3,2,4,2,3,2,3,4,2,2,2,1,4,5,2,1,5,3,
97,3,5,1,2,2,3,4,4,5,4,2,4,5,2,4,3,1,3,1,3,2,3,1,2,3,2,3,1,5,4,
98,2,3,1,3,2,3,1,4,2,1,1,1,1,1,1,3,4,2,5,5,2,5,4,1,4,5,5,3,5,5,
99,5,2,1,2,4,4,1,4,2,5,5,3,1,5,5,4,2,5,2,4,5,2,2,4,2,4,1,1,5,2,
100,1,4,3,3,2,4,5,3,3,4,5,4,1,1,2,4,5,3,3,5,4,1,4,4,4,4,2,2,1,5,
101,3,5,3,3,2,1,3,3,3,3,1,4,2,1,5,4,5,2,5,1,3,5,1,4,3,3,5,3,3,5,
102,1,4,2,4,4,5,4,1,3,2,2,5,4,4,5,2,5,1,3,4,1,3,3,3,3,1,3,1,1,4,
103,2,5,1,1,2,1,3,4,3,3,5,2,2,5,1,4,4,2,1,4,4,1,1,2,1,3,1,2,1,5,
104,1,2,5,4,5,1,2,3,3,3,2,3,5,3,4,2,1,1,3,2,4,5,3,5,2,1,5,1,2,2,
105,4,2,4,4,2,1,1,4,5,4,4,5,4,5,4,5,5,2,5,3,3,3,1,3,4,3,4,4,4,4,
106,1,3,4,4,2,4,1,2,3,1,4,2,1,1,4,5,1,4,1,5,4,1,1,4,1,1,4,5,4,1,
107,4,2,3,2,1,3,3,2,2,1,1,2,3,3,4,4,4,1,2,4,3,2,5,5,3,4,1,2,5,4,
108,2,2,2,4,4,3,5,5,5,4,1,5,5,3,3,3,1,2,2,5,1,3,1,5,4,2,3,4,3,1,
109,2,1,4,1,2,1,5,2,4,2,1,4,1,4,4,3,4,3,2,5,2,5,2,4,3,2,1,1,4,3,
110,1,1,4,3,4,5,2,3,1,2,2,2,1,4,5,5,1,4,5,4,3,3,1,5,2,1,5,1,1,3,
111,2,3,4,3,3,4,4,4,5,2,1,4,4,4,1,3,5,5,4,4,2,3,2,2,2,5,4,2,2,1,
112,5,2,4,3,2,5,2,2,3,2,4,3,2,3,3,5,5,3,2,4,3,5,4,4,2,2,3,1,5,4,
113,1,5,5,5,5,5,5,5,1,4,3,2,3,5,4,2,5,1,3,4,4,5,3,2,5,4,3,3,5,4,
114,3,4,4,3,2,5,4,3,5,5,5,4,1,2,4,3,4,1,5,1,4,5,5,5,5,4,5,4,1,4,
115,4,2,3,4,4,5,4,1,2,1,2,2,4,2,4,3,3,3,4,3,4,2,2,5,2,1,2,4,4,1,
116,3,2,2,2,1,4,2,1,5,4,2,1,4,5,1,5,1,3,5,5,2,3,3,1,3,2,4,4,5,2,
117,5,4,1,1,1,3,5,2,1,3,3,5,3,2,3,4,2,1,1,3,2,3,2,2,1,4,3,2,2,4,
118,2,1,4,2,5,5,2,2,3,4,4,2,2,4,3,4,5,3,5,1,1,4,3,2,5,3,2,3,1,2,
119,2,5,5,5,5,2,2,1,1,2,1,3,1,1,3,5,1,2,4,1,4,3,1,3,1,3,4,1,5,5,
120,4,1,4,1,1,5,3,3,5,5,3,1,5,3,4,3,3,4,2,5,3,4,1,5,4,3,4,1,4,4,
121,2,3,3,5,5,2,5,4,2,3,1,3,3,1,1,1,4,1,3,3,5,5,4,4,4,2,5,5,1,5,
122,3,5,5,3,5,3,1,4,3,4,5,1,3,4,3,3,1,3,3,2,2,3,1,2,3,5,1,4,1,3,
123,5,3,1,2,1,4,4,3,4,1,3,3,2,3,4,4,1,2,5,5,5,1,5,2,5,3,5,1,2,2,
124,3,4,4,3,3,2,5,2,1,1,5,1,2,4,2,5,2,3,2,4,5,2,5,3,1,1,1,1,1,4,
125,4,2,5,4,2,1,2,1,2,1,5,3,4,2,5,1,4,5,2,1,1,5,4,2,2,1,1,2,4,2,
126,3,2,3,4,5,5,1,2,1,3,4,2,3,1,3,3,5,2,3,3,5,2,1,2,5,1,2,5,2,3,
127,5,2,3,2,5,3,1,4,3,5,2,1,1,4,2,2,3,5,4,1,3,5,4,5,3,5,3,3,1,4,
128,5,2,3,5,2,2,2,5,5,4,2,5,3,5,4,3,1,4,3,1,2,2,5,4,3,2,4,3,1,2,
129,4,5,5,4,5,2,2,4,5,4,3,5,5,2,5,4,5,5,5,1,3,2,2,3,3,1,2,4,1,3,
130,1,3,5,3,5,2,4,5,5,4,2,3,4,5,2,3,4,2,1,4,1,5,3,2,2,5,2,2,5,1,
131,5,2,2,3,1,4,2,2,1,2,2,5,1,3,2,4,5,5,1,3,3,2,1,2,3,5,2,1,4,3,
132,2,2,4,5,5,1,1,2,1,1,2,1,4,4,3,2,2,1,2,3,1,1,1,3,1,1,2,2,1,5,
133,5,5,1,3,2,2,5,1,3,3,2,2,4,1,2,1,1,3,2,4,4,5,4,1,1,4,3,1,1,4,
134,1,2,4,1,3,5,5,4,3,5,4,5,4,1,3,1,2,2,4,4,4,3,5,2,3,2,5,5,2,2,
135,3,4,3,1,3,3,4,5,3,1,2,1,1,1,2,1,3,3,5,5,5,1,1,1,2,2,3,2,4,2,
136,3,1,1,1,5,4,5,5,4,2,3,3,3,5,3,2,4,3,5,3,5,5,1,1,2,5,3,1,4,1,
137,2,5,3,4,5,5,2,5,4,3,5,2,5,1,2,5,3,5,5,4,2,1,2,5,5,4,4,3,4,5,
138,1,3,3,1,2,4,4,3,5,2,1,4,5,1,3,5,5,4,1,5,3,2,2,1,2,2,1,1,1,5,
139,4,3,1,4,2,3,3,4,1,2,2,5,2,1,4,3,4,3,3,4,2,4,3,1,2,3,2,5,3,5,
140,4,3,1,1,5,4,3,4,4,1,1,2,4,3,2,4,2,3,2,2,3,5,4,1,3,1,1,2,1,1,
141,4,1,2,4,4,3,4,5,1,3,3,4,4,5,2,2,3,3,2,4,4,1,2,2,4,5,4,1,3,2,
142,5,1,3,3,1,1,3,1,5,4,1,4,3,2,2,1,3,1,5,1,4,1,1,4,2,2,4,1,3,2,
143,1,3,2,4,5,2,3,1,4,4,2,2,2,2,3,2,3,1,3,5,5,3,3,1,1,5,5,1,4,2,
144,1,1,2,3,4,1,2,5,1,1,2,2,3,4,2,3,1,3,1,2,2,2,3,4,2,5,1,1,4,1,
145,1,5,5,3,3,4,2,1,1,5,5,5,4,4,3,2,1,2,5,5,4,1,3,4,2,1,3,4,4,4,
146,1,5,2,5,4,2,2,5,2,3,5,2,4,1,4,5,1,1,5,2,4,2,3,4,4,2,3,4,2,4,
147,5,3,3,3,4,4,2,1,1,4,2,1,5,1,2,4,4,3,5,5,2,4,1,1,2,5,3,2,3,5,
148,5,2,1,3,3,4,3,1,5,3,2,5,1,2,5,5,4,1,4,2,4,5,2,2,4,5,1,4,5,2,
149,5,2,1,3,2,3,1,5,4,4,4,1,3,4,2,4,3,1,1,1,4,1,3,4,4,3,2,1,4,2,
150,4,3,3,3,3,1,4,5,3,5,4,5,5,5,2,1,1,1,4,3,3,2,5,1,4,4,4,1,5,2,
151,2,3,4,2,1,5,4,1,1,5,2,3,2,5,1,2,4,4,5,5,5,2,5,1,5,3,5,2,3,5,
152,4,5,5,3,3,2,2,3,5,4,5,5,1,5,2,5,4,2,4,3,2,3,1,4,2,4,3,5,4,1,
153,2,2,3,2,5,5,3,5,3,5,2,2,3,3,1,2,1,3,5,1,3,5,5,4,5,5,3,2,4,4,
154,3,4,4,1,1,5,1,2,3,4,1,2,1,2,4,5,3,3,4,4,5,3,2,3,2,4,1,3,5,4,
155,5,5,3,3,3,5,5,5,5,4,5,2,4,5,3,4,4,4,3,4,4,3,1,5,2,5,5,2,3,2,
156,3,1,3,3,4,2,2,1,1,5,2,3,2,4,5,1,2,5,1,2,2,4,1,5,2,4,4,5,5,3,
157,4,3,5,4,3,1,2,3,5,5,1,1,2,4,1,5,2,5,2,5,3,4,3,3,3,5,2,3,1,1,
158,5,5,4,5,4,1,2,4,1,2,4,5,1,1,1,4,2,1,1,5,2,3,5,4,3,1,2,4,1,3,
159,3,4,1,5,4,5,3,4,2,4,4,4,1,5,5,5,3,5,5,4,3,4,4,2,4,1,2,2,4,5,
160,1,4,4,3,2,2,1,1,3,1,3,4,2,4,3,5,5,4,1,4,1,3,3,5,3,5,3,1,2,1,
161,1,2,5,1,1,1,3,5,3,3,1,3,4,4,1,5,3,4,5,2,1,5,1,2,5,2,2,1,2,5,
162,4,5,3,5,2,5,1,3,1,1,5,5,5,3,1,5,3,4,4,3,3,1,1,4,2,3,2,5,3,5,
163,2,1,4,1,3,3,2,2,5,5,2,1,5,4,3,4,5,1,3,5,1,1,4,3,2,3,5,2,5,4,
164,4,5,1,3,1,2,3,1,3,2,1,2,4,3,4,1,1,4,4,1,2,5,5,1,2,3,3,2,4,4,
165,2,4,4,4,4,1,5,2,2,2,5,5,4,5,2,5,3,2,1,3,1,5,4,4,3,4,1,4,2,4,
166,4,1,2,4,1,4,5,4,2,1,1,2,4,4,5,2,1,1,5,5,2,3,1,5,4,4,5,2,2,3,
167,1,3,1,2,4,4,1,1,4,5,4,3,1,2,1,2,2,1,5,4,3,5,1,4,3,2,2,3,4,2,
168,2,5,2,5,3,3,1,4,2,5,5,3,1,2,4,2,2,5,5,5,1,5,4,1,2,2,5,4,5,1,
169,5,1,1,1,4,3,3,3,5,4,1,1,4,1,4,1,2,1,5,1,4,4,5,4,2,3,3,4,1,5,
170,1,1,1,3,1,5,1,5,3,2,2,4,5,2,2,2,3,4,4,1,3,3,2,5,3,2,2,1,3,2,
171,1,1,1,1,4,5,5,4,5,2,4,2,4,5,2,2,1,1,5,3,5,3,5,1,1,3,2,1,5,5,
172,3,1,1,5,2,4,5,5,2,1,2,1,5,5,5,1,4,3,1,5,4,2,1,3,2,3,3,4,2,1,
173,5,1,5,4,5,3,5,1,4,5,3,3,1,4,4,2,1,3,4,5,2,4,3,5,4,4,2,3,1,2,
174,3,1,2,2,3,3,1,1,2,2,3,3,2,2,1,1,1,4,4,2,3,1,3,3,2,3,2,3,3,4,
175,1,5,5,5,4,2,5,2,5,4,1,5,4,3,4,3,4,3,4,5,4,1,1,4,4,1,2,1,4,4,
176,3,2,2,1,5,1,1,4,2,5,3,1,2,1,5,1,5,3,2,1,1,3,5,3,4,4,1,1,1,4,
177,3,5,3,4,3,5,5,4,4,4,1,5,3,4,1,3,2,2,3,5,3,4,2,4,5,4,4,1,2,1,
178,5,2,3,1,5,4,1,4,2,3,1,4,1,5,2,5,2,4,1,3,3,3,2,3,4,1,5,5,3,5,
179,2,5,1,1,2,3,1,3,4,2,2,2,1,3,3,2,1,4,1,1,1,1,4,1,2,2,5,5,5,1,
180,5,3,1,2,5,1,3,2,1,2,2,4,1,4,3,1,2,5,3,5,1,3,2,2,1,1,1,2,3,3,
181,4,3,4,1,5,4,5,5,5,1,1,1,2,3,5,1,2,1,2,5,5,4,3,1,1,2,1,4,1,3,
182,5,2,1,3,2,5,1,5,1,5,5,2,2,5,3,1,2,4,5,4,5,4,5,5,1,2,3,5,2,3,
183,1,1,5,1,4,2,3,3,1,5,2,3,4,4,5,4,1,2,4,1,2,5,3,3,5,2,5,4,2,5,
184,4,2,2,2,1,5,3,5,5,4,5,2,5,1,3,2,3,3,4,2,3,4,4,5,4,3,4,3,2,5,
185,2,4,1,4,3,1,3,4,5,4,3,1,3,1,3,2,1,4,2,4,5,5,4,5,4,4,1,1,3,1,
186,3,3,4,3,4,2,1,5,2,4,2,4,4,4,4,4,5,3,3,2,3,2,3,1,4,4,5,2,5,3,
187,3,2,2,4,1,2,2,1,4,2,3,5,5,1,1,1,1,4,1,4,5,1,3,3,4,1,1,5,4,5,
188,2,2,1,4,3,5,1,3,5,5,3,3,2,5,2,3,3,2,2,3,1,4,1,4,5,2,4,1,4,1,
189,5,3,3,2,5,3,3,4,1,3,3,5,2,1,3,4,4,1,3,4,1,5,3,5,2,1,4,4,3,4,
190,2,2,1,2,5,2,4,5,3,5,4,4,5,3,4,2,2,3,4,2,5,5,3,1,5,4,2,1,1,3,
191,3,2,3,4,3,5,5,3,3,5,5,4,3,5,3,2,5,2,3,5,5,5,2,3,3,3,4,2,3,5,
192,3,2,3,2,2,4,3,5,3,3,1,2,5,2,1,4,3,4,3,5,3,5,3,5,1,5,5,3,5,1,
193,3,1,4,2,5,1,5,3,1,5,1,4,4,3,4,1,5,5,2,5,3,1,5,2,5,5,1,2,1,3,
194,4,2,2,4,2,1,4,2,2,4,5,2,1,3,2,1,5,4,1,2,5,1,2,4,1,3,4,1,1,2,
195,1,2,5,3,3,1,1,2,2,4,2,1,4,1,2,5,4,3,1,5,3,1,3,3,4,5,3,4,1,4,
196,3,3,3,3,1,4,5,2,1,2,1,5,5,1,5,5,3,2,5,1,4,1,2,4,4,5,1,2,5,2,
197,5,3,1,3,4,3,4,2,4,4,4,1,2,3,3,1,2,1,4,3,5,1,4,2,1,4,4,1,4,1,
198,3,5,5,3,5,5,2,2,5,3,2,4,1,3,1,2,3,4,3,5,3,2,4,4,3,4,1,5,1,5,
199,2,1,1,2,2,4,3,2,3,2,1,3,3,5,4,2,1,4,5,5,5,2,1,5,4,1,4,4,2,5,
200,4,2,5,4,2,3,1,3,5,4,5,5,4,5,3,2,1,3,4,3,4,1,5,3,5,4,3,1,1,2,
201,5,4,5,2,3,2,4,5,1,3,3,4,1,5,3,1,5,5,3,1,2,2,5,2,2,4,2,5,1,4,
202,5,3,5,5,2,2,3,1,5,1,3,4,4,3,3,4,5,4,5,4,5,3,1,1,3,5,1,4,5,3,
203,1,5,2,1,4,4,3,3,4,3,4,1,2,1,3,3,5,2,2,5,3,3,1,5,2,1,3,2,2,1,
204,1,3,1,3,4,5,2,5,3,1,3,5,4,1,3,3,2,1,5,3,1,2,2,1,5,3,5,5,3,2,
205,5,3,2,2,5,4,2,3,1,1,1,3,5,1,4,4,5,5,3,5,5,3,1,1,4,2,3,4,5,2,
206,3,2,2,5,2,5,4,5,2,4,5,4,4,5,3,5,2,5,2,2,4,4,1,2,2,2,2,5,1,1,
207,4,2,2,2,1,4,4,5,5,1,4,2,5,4,4,3,5,3,1,3,2,4,5,3,2,5,4,5,1,2,
208,3,1,1,3,2,3,2,5,5,4,1,3,3,3,4,4,4,2,1,3,4,1,5,5,3,2,1,2,2,4,
209,5,4,4,4,4,4,1,2,4,3,4,3,5,1,2,2,5,5,2,3,5,4,1,2,4,1,4,4,3,5,
210,3,2,3,4,5,1,4,3,4,2,1,3,4,2,2,1,2,5,1,1,3,5,1,1,4,5,5,4,5,4,
211,4,4,1,3,5,4,4,3,1,4,2,5,2,5,3,3,3,5,3,1,1,2,3,2,5,1,1,2,3,1,
212,4,2,2,4,2,4,5,5,2,1,5,5,5,4,5,2,3,5,3,2,4,5,3,2,5,1,5,2,2,2,
213,4,4,2,1,2,5,1,5,5,2,5,4,2,2,4,2,4,1,3,1,3,3,5,1,4,4,2,2,5,1,
214,4,4,4,3,2,2,5,4,1,3,1,2,3,4,2,1,2,2,5,5,2,2,3,5,1,4,1,5,2,4,
215,3,4,5,1,1,1,4,2,4,1,3,1,5,3,5,4,5,3,1,5,1,3,5,5,5,2,4,4,4,5,
216,2,5,4,3,1,2,1,4,4,1,4,2,3,5,5,1,1,3,5,4,3,5,1,1,2,3,5,3,2,4,
217,5,4,2,2,2,5,2,3,5,3,2,1,5,4,5,1,3,1,3,5,1,5,3,1,4,1,4,3,5,2,
218,4,4,2,3,4,3,3,1,1,4,1,4,1,2,2,5,1,2,3,5,1,4,5,1,4,4,1,4,2,5,
219,4,5,3,2,5,2,1,5,4,3,1,5,4,3,2,5,1,2,3,5,3,1,2,2,2,3,3,2,2,5,
220,3,3,1,2,4,1,4,5,4,5,2,2,2,3,2,1,3,4,4,4,2,3,2,4,2,1,5,1,4,5,
221,5,3,4,5,4,3,2,5,1,3,4,5,3,1,4,2,4,2,2,1,4,4,4,2,4,3,2,5,5,2,
